z1,z2
-1.08572771904881,-0.285979346713872
-1.30625215177862,0.380903519733893
-1.07804614364681,-0.391422419813473
-0.880485978196105,0.700886841109839
-1.02274012024899,0.450548872789913
-0.328176034102827,0.56105742169154
-1.11252091922541,0.777824523129697
-1.13542022747721,0.72184922733381
-1.347071765485,1.76758605939924
-1.25944231585417,0.890660806173266
-0.8454361315473,0.599840728422031
-0.967584398728681,0.570498527396292
-1.18397372097593,0.878892002303389
-1.02502501037388,0.702130809959454
-1.20733950798356,1.32843637675836
-0.950502683022251,0.922831927638224
-1.00530795865915,1.14957583756308
-0.621380025985354,0.399742218554175
-0.900549825076222,0.568310124272154
-1.00073475733921,0.921610445464874
-0.970849029323667,0.840351874482598
-0.86752408009986,0.848916995841187
-0.589472609868354,0.683325735560726
-0.873801077644283,0.897920876196123
-0.75870819719327,0.768611124649821
-0.644233135797879,0.852694809822849
-0.561873866441514,0.941368865895747
-0.568379257176913,0.993286161974711
-0.439643512490539,0.874981922495645
-0.445232850408412,0.870911143593879
-0.466963907225509,0.975220064108852
-0.521326210001973,1.01560053435539
-0.452841234459429,1.00321523839954
-0.456094027269986,1.0733921078469
-0.433103853769166,1.00250792565255
-0.366586854786479,1.00043602566978
-0.259717847580335,1.20064315145599
-0.239952500157783,1.19839259150894
-0.239868236771427,1.20056209733857
-0.222618806884329,1.21441045252234
-0.209031347750283,1.23740010421216
-0.210244866927927,1.1948769448584
-0.237440546526314,1.18737185655481
-0.20667427753197,1.19733585501917
-0.201277631542951,1.22056024979965
-0.20714959865059,1.20370608166387
-1.06799376639151,-0.280601684248591
0.315011769161408,-1.07796213174057
-0.560485932718595,-0.0254779725202855
-0.321429826593841,0.373445201176157
-0.790074785187336,1.12540452974712
-1.34468491666256,0.695562472947237
-0.264162776355792,-0.465423870470219
-1.47715911812001,1.29677635188707
-0.581660596755474,1.17424142456832
-1.4926072311513,0.242692070092068
0.350190636151977,-1.49741644385223
-1.02853719750374,-0.287838584661941
-1.63854900823094,0.763070739220174
-1.48513892760828,0.838309516117437
-0.3365408180237,-0.832579341566141
-1.32387857215741,1.57144898955217
-1.40366645646337,0.658610586332611
-1.61445658756443,1.42007198836609
-1.48767896352403,1.34828531048951
-1.44643611310725,1.3285107252829
-1.44723792774291,1.31855468012016
-1.31517316982911,1.72584240911308
-1.44697560064936,0.978022275940448
-1.48365894114024,1.33574843880638
-1.26905490126077,1.41600129519406
