file_name,dsatur_colours,maxis_colours
graphs/instances/g1428.col,6,6
graphs/instances/g1430.col,6,7
graphs/instances/g1429.col,6,6
graphs/instances/g1432.col,6,6
graphs/instances/g1431.col,6,7
graphs/instances/g1434.col,6,7
graphs/instances/g1433.col,6,6
graphs/instances/g1436.col,6,7
graphs/instances/g1437.col,6,6
graphs/instances/g1435.col,6,6
graphs/instances/g1367.col,3,3
graphs/instances/g1438.col,6,7
graphs/instances/g1439.col,7,7
graphs/instances/g1442.col,6,6
graphs/instances/g1441.col,6,7
graphs/instances/g1440.col,6,6
graphs/instances/g1443.col,6,7
graphs/instances/g1444.col,6,6
graphs/instances/g1445.col,6,6
graphs/instances/g1446.col,6,6
graphs/instances/g1448.col,7,7
graphs/instances/g1447.col,6,6
graphs/instances/g1450.col,6,6
graphs/instances/g1449.col,6,6
graphs/instances/g1451.col,6,7
graphs/instances/g1452.col,6,6
graphs/instances/g1453.col,6,6
graphs/instances/g1454.col,6,6
graphs/instances/g1455.col,6,7
graphs/instances/g1456.col,6,7
graphs/instances/g1457.col,6,6
graphs/instances/g1459.col,6,6
graphs/instances/g1460.col,6,7
graphs/instances/g1461.col,6,7
graphs/instances/g1393.col,6,7
graphs/instances/g1462.col,6,7
graphs/instances/g1463.col,6,7
graphs/instances/g1464.col,6,7
graphs/instances/g1465.col,6,6
graphs/instances/g1466.col,6,6
graphs/instances/g1468.col,6,7
graphs/instances/g1467.col,6,6
graphs/instances/g1469.col,4,5
graphs/instances/g1470.col,4,5
graphs/instances/g1473.col,4,5
graphs/instances/g1471.col,4,5
graphs/instances/g1472.col,4,4
graphs/instances/g1476.col,4,5
graphs/instances/g1477.col,4,5
graphs/instances/g1474.col,4,4
graphs/instances/g1479.col,4,5
graphs/instances/g1475.col,4,5
graphs/instances/g1481.col,4,5
graphs/instances/g1478.col,4,5
graphs/instances/g1483.col,4,5
graphs/instances/g1482.col,4,4
graphs/instances/g1480.col,4,4
graphs/instances/g1484.col,4,4
graphs/instances/g1485.col,4,4
graphs/instances/g1486.col,4,4
graphs/instances/g1489.col,4,5
graphs/instances/g1487.col,4,4
graphs/instances/g1488.col,4,4
graphs/instances/g1491.col,4,4
graphs/instances/g1492.col,4,4
graphs/instances/g1493.col,4,5
graphs/instances/g1494.col,4,5
graphs/instances/g1496.col,4,5
graphs/instances/g1497.col,4,5
graphs/instances/g1495.col,4,5
graphs/instances/g1490.col,5,5
graphs/instances/g1499.col,4,4
graphs/instances/g1501.col,4,5
graphs/instances/g1500.col,4,5
graphs/instances/g1502.col,4,5
graphs/instances/g1503.col,4,5
graphs/instances/g1505.col,4,5
graphs/instances/g1504.col,4,5
graphs/instances/g1498.col,5,5
graphs/instances/g1508.col,4,5
graphs/instances/g1507.col,4,4
graphs/instances/g1506.col,4,5
graphs/instances/g1509.col,4,5
graphs/instances/g1511.col,4,5
graphs/instances/g1512.col,4,5
graphs/instances/g1513.col,4,5
graphs/instances/g1514.col,4,5
graphs/instances/g1516.col,4,5
graphs/instances/g1515.col,4,4
graphs/instances/g1518.col,4,5
graphs/instances/g1517.col,4,5
graphs/instances/g1510.col,4,4
graphs/instances/g1520.col,3,4
graphs/instances/g1519.col,3,4
graphs/instances/g1521.col,3,4
graphs/instances/g1523.col,3,4
graphs/instances/g1524.col,3,4
graphs/instances/g1522.col,3,4
graphs/instances/g1458.col,7,8
graphs/instances/g1525.col,4,4
graphs/instances/g1527.col,3,4
graphs/instances/g1526.col,3,4
graphs/instances/g1528.col,3,4
graphs/instances/g1531.col,3,4
graphs/instances/g1530.col,3,4
graphs/instances/g1529.col,3,4
graphs/instances/g1532.col,3,4
graphs/instances/g1536.col,3,4
graphs/instances/g1533.col,4,4
graphs/instances/g1535.col,4,4
graphs/instances/g1534.col,4,4
graphs/instances/g1537.col,3,4
graphs/instances/g1538.col,3,4
graphs/instances/g1539.col,3,4
graphs/instances/g1540.col,3,4
graphs/instances/g1543.col,3,3
graphs/instances/g1542.col,3,4
graphs/instances/g1541.col,3,4
graphs/instances/g1544.col,3,4
graphs/instances/g1545.col,3,4
graphs/instances/g1546.col,3,4
graphs/instances/g1547.col,3,4
graphs/instances/g1548.col,3,4
graphs/instances/g1549.col,3,4
graphs/instances/g1552.col,3,4
graphs/instances/g1551.col,3,4
graphs/instances/g1550.col,3,4
graphs/instances/g1553.col,3,4
graphs/instances/g1554.col,3,4
graphs/instances/g1555.col,3,4
graphs/instances/g1556.col,3,4
graphs/instances/g1557.col,3,4
graphs/instances/g1558.col,3,4
graphs/instances/g1560.col,3,4
graphs/instances/g1559.col,3,4
graphs/instances/g1561.col,3,4
graphs/instances/g1562.col,3,4
graphs/instances/g1564.col,4,4
graphs/instances/g1563.col,3,4
graphs/instances/g1566.col,4,4
graphs/instances/g1565.col,4,4
graphs/instances/g1569.col,3,3
graphs/instances/g1570.col,3,3
graphs/instances/g1571.col,3,3
graphs/instances/g1572.col,3,3
graphs/instances/g1574.col,3,3
graphs/instances/g1573.col,3,3
graphs/instances/g1567.col,3,4
graphs/instances/g1575.col,3,3
graphs/instances/g1576.col,3,3
graphs/instances/g1578.col,3,3
graphs/instances/g1577.col,3,3
graphs/instances/g1568.col,3,4
graphs/instances/g1581.col,3,3
graphs/instances/g1580.col,3,3
graphs/instances/g1579.col,3,3
graphs/instances/g1582.col,3,3
graphs/instances/g1583.col,3,3
graphs/instances/g1586.col,3,3
graphs/instances/g1584.col,3,3
graphs/instances/g1585.col,3,3
graphs/instances/g1587.col,3,3
graphs/instances/g1588.col,3,3
graphs/instances/g1589.col,3,3
graphs/instances/g1590.col,3,3
graphs/instances/g1591.col,3,3
graphs/instances/g1593.col,3,3
graphs/instances/g1594.col,3,3
graphs/instances/g1596.col,3,3
graphs/instances/g1595.col,3,3
graphs/instances/g1597.col,3,3
graphs/instances/g1598.col,3,3
graphs/instances/g1599.col,3,3
graphs/instances/g1601.col,3,3
graphs/instances/g1592.col,3,3
graphs/instances/g1602.col,3,3
graphs/instances/g1605.col,3,3
graphs/instances/g1604.col,3,3
graphs/instances/g1606.col,3,3
graphs/instances/g1603.col,3,4
graphs/instances/g1607.col,3,3
graphs/instances/g1600.col,3,3
graphs/instances/g1608.col,3,3
graphs/instances/g1610.col,3,3
graphs/instances/g1611.col,3,3
graphs/instances/g1612.col,3,3
graphs/instances/g1615.col,3,3
graphs/instances/g1609.col,3,3
graphs/instances/g1614.col,3,4
graphs/instances/g1616.col,3,3
graphs/instances/g1617.col,3,3
graphs/instances/g1618.col,3,3
graphs/instances/g1613.col,3,3
graphs/instances/g1619.col,6,6
graphs/instances/g1621.col,5,7
graphs/instances/g1622.col,5,7
graphs/instances/g1623.col,5,7
graphs/instances/g1624.col,6,6
graphs/instances/g1627.col,5,7
graphs/instances/g1625.col,5,6
graphs/instances/g1620.col,5,6
graphs/instances/g1630.col,6,6
graphs/instances/g1628.col,5,7
graphs/instances/g1631.col,6,5
graphs/instances/g1626.col,5,7
graphs/instances/g1629.col,6,6
graphs/instances/g1634.col,5,7
graphs/instances/g1633.col,5,7
graphs/instances/g1637.col,5,6
graphs/instances/g1635.col,6,6
graphs/instances/g1638.col,5,5
graphs/instances/g1639.col,5,7
graphs/instances/g1641.col,6,6
graphs/instances/g1636.col,5,7
graphs/instances/g1643.col,6,7
graphs/instances/g1644.col,5,7
graphs/instances/g1632.col,6,7
graphs/instances/g1642.col,6,7
graphs/instances/g1640.col,5,6
graphs/instances/g1647.col,5,8
graphs/instances/g1649.col,6,6
graphs/instances/g1646.col,5,7
graphs/instances/g1650.col,5,6
graphs/instances/g1648.col,5,6
graphs/instances/g1653.col,5,7
graphs/instances/g1652.col,6,7
graphs/instances/g1645.col,5,7
graphs/instances/g1656.col,6,7
graphs/instances/g1651.col,6,7
graphs/instances/g1654.col,5,6
graphs/instances/g1658.col,5,6
graphs/instances/g1660.col,5,7
graphs/instances/g1655.col,6,6
graphs/instances/g1662.col,5,7
graphs/instances/g1661.col,5,7
graphs/instances/g1657.col,5,7
graphs/instances/g1663.col,6,7
graphs/instances/g1659.col,6,8
graphs/instances/g1665.col,5,6
graphs/instances/g1668.col,6,7
graphs/instances/g1669.col,4,4
graphs/instances/g1667.col,5,6
graphs/instances/g1670.col,4,5
graphs/instances/g1671.col,4,4
graphs/instances/g1673.col,4,4
graphs/instances/g1672.col,4,4
graphs/instances/g1674.col,4,5
graphs/instances/g1675.col,4,5
graphs/instances/g1677.col,4,5
graphs/instances/g1676.col,4,5
graphs/instances/g1679.col,4,5
graphs/instances/g1678.col,4,5
graphs/instances/g1680.col,4,5
graphs/instances/g1681.col,4,4
graphs/instances/g1683.col,5,5
graphs/instances/g1682.col,4,5
graphs/instances/g1684.col,4,5
graphs/instances/g1685.col,4,5
graphs/instances/g1686.col,4,4
graphs/instances/g1687.col,4,4
graphs/instances/g1688.col,4,4
graphs/instances/g1689.col,4,5
graphs/instances/g1664.col,5,6
graphs/instances/g1691.col,4,5
graphs/instances/g1690.col,4,5
graphs/instances/g1693.col,4,5
graphs/instances/g1692.col,4,5
graphs/instances/g1695.col,4,5
graphs/instances/g1696.col,4,5
graphs/instances/g1694.col,4,4
graphs/instances/g1697.col,4,5
graphs/instances/g1698.col,4,5
graphs/instances/g1700.col,4,5
graphs/instances/g1699.col,4,4
graphs/instances/g1701.col,4,4
graphs/instances/g1702.col,4,5
graphs/instances/g1703.col,4,5
graphs/instances/g1704.col,4,4
graphs/instances/g1705.col,4,5
graphs/instances/g1706.col,4,4
graphs/instances/g1707.col,4,6
graphs/instances/g1709.col,4,5
graphs/instances/g1710.col,4,5
graphs/instances/g1708.col,4,5
graphs/instances/g1711.col,4,5
graphs/instances/g1712.col,4,5
graphs/instances/g1713.col,4,5
graphs/instances/g1714.col,4,4
graphs/instances/g1716.col,4,6
graphs/instances/g1715.col,4,5
graphs/instances/g1718.col,4,4
graphs/instances/g1717.col,4,5
graphs/instances/g1721.col,4,4
graphs/instances/g1719.col,4,4
graphs/instances/g1720.col,4,4
graphs/instances/g1666.col,5,6
graphs/instances/g1724.col,4,4
graphs/instances/g1723.col,4,4
graphs/instances/g1722.col,4,4
graphs/instances/g1726.col,4,4
graphs/instances/g1725.col,4,4
graphs/instances/g1727.col,4,4
graphs/instances/g1728.col,4,4
graphs/instances/g1732.col,4,4
graphs/instances/g1731.col,4,4
graphs/instances/g1729.col,4,4
graphs/instances/g1730.col,4,4
graphs/instances/g1733.col,4,4
graphs/instances/g1734.col,4,4
graphs/instances/g1736.col,4,4
graphs/instances/g1735.col,4,4
graphs/instances/g1740.col,4,4
graphs/instances/g1739.col,4,4
graphs/instances/g1738.col,4,4
graphs/instances/g1742.col,4,4
graphs/instances/g1737.col,4,4
graphs/instances/g1743.col,4,4
graphs/instances/g1741.col,4,4
graphs/instances/g1744.col,4,4
graphs/instances/g1745.col,4,4
graphs/instances/g1746.col,4,4
graphs/instances/g1748.col,4,4
graphs/instances/g1749.col,4,4
graphs/instances/g1747.col,4,4
graphs/instances/g1750.col,4,4
graphs/instances/g1751.col,4,4
graphs/instances/g1753.col,4,4
graphs/instances/g1752.col,4,4
graphs/instances/g1754.col,4,4
graphs/instances/g1757.col,4,4
graphs/instances/g1756.col,4,4
graphs/instances/g1755.col,4,4
graphs/instances/g1758.col,4,4
graphs/instances/g1759.col,4,4
graphs/instances/g1760.col,4,4
graphs/instances/g1761.col,4,4
graphs/instances/g1763.col,4,4
graphs/instances/g1764.col,4,4
graphs/instances/g1762.col,4,4
graphs/instances/g1765.col,4,4
graphs/instances/g1767.col,4,4
graphs/instances/g1768.col,4,4
graphs/instances/g1766.col,4,4
graphs/instances/g1769.col,4,4
graphs/instances/g1771.col,4,4
graphs/instances/g1770.col,4,4
graphs/instances/g1773.col,4,4
graphs/instances/g1774.col,4,4
graphs/instances/g1775.col,4,4
graphs/instances/g1772.col,4,4
graphs/instances/g1776.col,4,4
graphs/instances/g1778.col,4,4
graphs/instances/g1777.col,4,4
graphs/instances/g1781.col,4,4
graphs/instances/g1779.col,4,4
graphs/instances/g1780.col,4,4
graphs/instances/g1782.col,4,4
graphs/instances/g1784.col,4,4
graphs/instances/g1783.col,4,4
graphs/instances/g1785.col,4,4
graphs/instances/g1787.col,4,4
graphs/instances/g1788.col,4,4
graphs/instances/g1786.col,4,4
graphs/instances/g1790.col,4,4
graphs/instances/g1789.col,4,4
graphs/instances/g1791.col,4,4
graphs/instances/g1792.col,4,4
graphs/instances/g1793.col,4,4
graphs/instances/g1794.col,4,4
graphs/instances/g1796.col,4,4
graphs/instances/g1797.col,4,4
graphs/instances/g1795.col,4,4
graphs/instances/g1799.col,4,4
graphs/instances/g1798.col,4,4
graphs/instances/g1800.col,4,4
graphs/instances/g1801.col,4,4
graphs/instances/g1803.col,4,4
graphs/instances/g1802.col,4,4
graphs/instances/g1804.col,4,4
graphs/instances/g1806.col,4,4
graphs/instances/g1807.col,4,4
graphs/instances/g1808.col,4,4
graphs/instances/g1805.col,4,4
graphs/instances/g1809.col,4,4
graphs/instances/g1811.col,4,4
graphs/instances/g1812.col,4,4
graphs/instances/g1810.col,4,4
graphs/instances/g1814.col,4,4
graphs/instances/g1813.col,4,4
graphs/instances/g1815.col,4,4
graphs/instances/g1816.col,4,4
graphs/instances/g1820.col,4,4
graphs/instances/g1817.col,4,4
graphs/instances/g1818.col,4,4
graphs/instances/g1819.col,3,3
graphs/instances/g1822.col,4,4
graphs/instances/g1821.col,4,4
graphs/instances/g1823.col,4,4
graphs/instances/g1825.col,4,4
graphs/instances/g1824.col,4,4
graphs/instances/g1826.col,4,4
graphs/instances/g1829.col,4,4
graphs/instances/g1827.col,4,4
graphs/instances/g1828.col,4,4
graphs/instances/g1832.col,3,3
graphs/instances/g1831.col,4,4
graphs/instances/g1833.col,4,4
graphs/instances/g1830.col,4,4
graphs/instances/g1836.col,4,4
graphs/instances/g1835.col,4,4
graphs/instances/g1834.col,4,4
graphs/instances/g1837.col,4,4
graphs/instances/g1839.col,4,4
graphs/instances/g1838.col,4,4
graphs/instances/g1840.col,4,4
graphs/instances/g1841.col,4,4
graphs/instances/g1843.col,4,4
graphs/instances/g1844.col,4,4
graphs/instances/g1842.col,4,4
graphs/instances/g1845.col,4,4
graphs/instances/g1847.col,4,4
graphs/instances/g1846.col,4,4
graphs/instances/g1848.col,4,4
graphs/instances/g1852.col,4,4
graphs/instances/g1849.col,4,4
graphs/instances/g1850.col,4,4
graphs/instances/g1851.col,4,4
graphs/instances/g1854.col,4,4
graphs/instances/g1853.col,4,4
graphs/instances/g1855.col,4,4
graphs/instances/g1856.col,4,4
graphs/instances/g1857.col,4,4
graphs/instances/g1858.col,4,4
graphs/instances/g1859.col,4,4
graphs/instances/g1862.col,4,4
graphs/instances/g1861.col,4,4
graphs/instances/g1860.col,4,4
graphs/instances/g1863.col,4,4
graphs/instances/g1864.col,4,4
graphs/instances/g1866.col,4,4
graphs/instances/g1865.col,4,4
graphs/instances/g1868.col,4,4
graphs/instances/g1867.col,4,4
graphs/instances/g1869.col,3,4
graphs/instances/g1870.col,3,
graphs/instances/g1871.col,3,
graphs/instances/g1872.col,3,
graphs/instances/g1873.col,4,6
graphs/instances/g1874.col,3,
graphs/instances/g1875.col,4,
graphs/instances/g1876.col,4,
graphs/instances/g1877.col,3,
graphs/instances/g1878.col,3,
graphs/instances/g1879.col,3,
graphs/instances/g1880.col,3,
graphs/instances/g1881.col,3,6
graphs/instances/g1882.col,3,
graphs/instances/g1883.col,3,
graphs/instances/g1884.col,4,
graphs/instances/g1886.col,3,5
graphs/instances/g1885.col,3,
graphs/instances/g1888.col,3,
graphs/instances/g1887.col,3,
graphs/instances/g1889.col,3,
graphs/instances/g1890.col,3,
graphs/instances/g1892.col,3,
graphs/instances/g1891.col,3,
graphs/instances/g1893.col,3,
graphs/instances/g1894.col,3,
graphs/instances/g1895.col,3,
graphs/instances/g1896.col,3,
graphs/instances/g1897.col,4,
graphs/instances/g1898.col,3,
graphs/instances/g1899.col,3,
graphs/instances/g1900.col,3,
graphs/instances/g1901.col,3,
graphs/instances/g1902.col,3,
graphs/instances/g1904.col,3,5
graphs/instances/g1903.col,3,
graphs/instances/g1905.col,3,
graphs/instances/g1906.col,3,5
graphs/instances/g1907.col,3,
graphs/instances/g1908.col,3,
graphs/instances/g1909.col,3,
graphs/instances/g1910.col,4,
graphs/instances/g1911.col,3,
graphs/instances/g1912.col,4,
graphs/instances/g1913.col,3,
graphs/instances/g1914.col,3,
graphs/instances/g1918.col,4,7
graphs/instances/g1919.col,3,3
graphs/instances/g1920.col,3,3
graphs/instances/g1921.col,3,3
graphs/instances/g1922.col,3,3
graphs/instances/g1923.col,3,3
graphs/instances/g1924.col,3,3
graphs/instances/g1925.col,3,3
graphs/instances/g1926.col,3,3
graphs/instances/g1927.col,3,3
graphs/instances/g1928.col,3,3
graphs/instances/g1929.col,3,4
graphs/instances/g1930.col,3,3
graphs/instances/g1931.col,3,3
graphs/instances/g1932.col,3,3
graphs/instances/g1933.col,3,3
graphs/instances/g1934.col,3,4
graphs/instances/g1935.col,3,3
graphs/instances/g1936.col,3,4
graphs/instances/g1915.col,3,
graphs/instances/g1937.col,3,4
graphs/instances/g1938.col,3,4
graphs/instances/g1939.col,3,3
graphs/instances/g1940.col,3,4
graphs/instances/g1941.col,3,4
graphs/instances/g1942.col,3,3
graphs/instances/g1943.col,3,3
graphs/instances/g1945.col,3,3
graphs/instances/g1944.col,3,3
graphs/instances/g1946.col,3,3
graphs/instances/g1947.col,3,3
graphs/instances/g1948.col,3,3
graphs/instances/g1949.col,3,3
graphs/instances/g1950.col,3,4
graphs/instances/g1951.col,3,3
graphs/instances/g1952.col,3,3
graphs/instances/g1953.col,3,4
graphs/instances/g1954.col,3,3
graphs/instances/g1955.col,3,3
graphs/instances/g1956.col,3,3
graphs/instances/g1957.col,3,3
graphs/instances/g1958.col,3,3
graphs/instances/g1959.col,3,3
graphs/instances/g1960.col,3,3
graphs/instances/g1961.col,3,3
graphs/instances/g1962.col,3,3
graphs/instances/g1963.col,3,3
graphs/instances/g1964.col,3,3
graphs/instances/g1965.col,3,3
graphs/instances/g1967.col,3,4
graphs/instances/g1966.col,3,3
graphs/instances/g1968.col,3,3
graphs/instances/g1969.col,3,3
graphs/instances/g1970.col,3,3
graphs/instances/g1971.col,3,3
graphs/instances/g1973.col,3,3
graphs/instances/g1972.col,3,3
graphs/instances/g1975.col,3,3
graphs/instances/g1974.col,3,3
graphs/instances/g1976.col,3,3
graphs/instances/g1977.col,3,3
graphs/instances/g1979.col,3,3
graphs/instances/g1978.col,3,3
graphs/instances/g1981.col,3,3
graphs/instances/g1980.col,3,3
graphs/instances/g1982.col,3,3
graphs/instances/g1983.col,3,3
graphs/instances/g1984.col,3,4
graphs/instances/g1986.col,3,3
graphs/instances/g1985.col,3,4
graphs/instances/g1987.col,3,3
graphs/instances/g1988.col,3,3
graphs/instances/g1989.col,3,3
graphs/instances/g1990.col,3,3
graphs/instances/g1991.col,3,3
graphs/instances/g1992.col,3,3
graphs/instances/g1994.col,3,3
graphs/instances/g1993.col,3,3
graphs/instances/g1995.col,3,4
graphs/instances/g1996.col,3,4
graphs/instances/g1998.col,4,4
graphs/instances/g1997.col,4,4
graphs/instances/g1999.col,3,3
graphs/instances/g2000.col,3,3
graphs/instances/g2002.col,3,3
graphs/instances/g2001.col,3,3
graphs/instances/g2004.col,3,3
graphs/instances/g2005.col,3,4
graphs/instances/g2003.col,3,3
graphs/instances/g2007.col,3,3
graphs/instances/g2006.col,3,3
graphs/instances/g2008.col,3,4
graphs/instances/g2009.col,3,4
graphs/instances/g2010.col,3,3
graphs/instances/g2011.col,4,4
graphs/instances/g2012.col,4,4
graphs/instances/g2014.col,3,3
graphs/instances/g2013.col,3,4
graphs/instances/g2016.col,3,3
graphs/instances/g2015.col,3,3
graphs/instances/g2017.col,3,3
graphs/instances/g2018.col,4,4
graphs/instances/g2019.col,3,3
graphs/instances/g2021.col,3,3
graphs/instances/g2020.col,3,3
graphs/instances/g2022.col,3,3
graphs/instances/g2023.col,3,3
graphs/instances/g2024.col,4,4
graphs/instances/g2026.col,3,3
graphs/instances/g2025.col,4,4
graphs/instances/g2027.col,3,3
graphs/instances/g2028.col,3,3
graphs/instances/g2029.col,3,3
graphs/instances/g2031.col,3,3
graphs/instances/g2030.col,3,3
graphs/instances/g2033.col,3,3
graphs/instances/g2032.col,3,3
graphs/instances/g2034.col,3,3
graphs/instances/g2036.col,4,4
graphs/instances/g2035.col,3,3
graphs/instances/g2038.col,4,4
graphs/instances/g2037.col,4,4
graphs/instances/g2039.col,4,4
graphs/instances/g2040.col,4,4
graphs/instances/g2041.col,4,4
graphs/instances/g2042.col,3,3
graphs/instances/g2044.col,3,3
graphs/instances/g2043.col,3,3
graphs/instances/g2045.col,3,3
graphs/instances/g2046.col,3,3
graphs/instances/g2048.col,3,3
graphs/instances/g2047.col,3,3
graphs/instances/g2050.col,3,3
graphs/instances/g1916.col,3,
graphs/instances/g2049.col,3,3
graphs/instances/g2051.col,4,4
graphs/instances/g2052.col,4,4
graphs/instances/g2055.col,4,4
graphs/instances/g2053.col,4,4
graphs/instances/g2054.col,4,4
graphs/instances/g2057.col,4,4
graphs/instances/g2056.col,4,4
graphs/instances/g2058.col,4,4
graphs/instances/g2059.col,4,4
graphs/instances/g2061.col,4,4
graphs/instances/g2060.col,4,4
graphs/instances/g2062.col,4,4
graphs/instances/g2063.col,4,4
graphs/instances/g2064.col,3,3
graphs/instances/g2065.col,3,3
graphs/instances/g2066.col,3,3
graphs/instances/g2067.col,3,3
graphs/instances/g2068.col,3,3
graphs/instances/g2069.col,3,3
graphs/instances/g2071.col,3,3
graphs/instances/g2070.col,3,3
graphs/instances/g2072.col,3,3
graphs/instances/g2073.col,3,3
graphs/instances/g2074.col,3,3
graphs/instances/g2076.col,3,3
graphs/instances/g2078.col,3,3
graphs/instances/g2075.col,3,3
graphs/instances/g2077.col,3,3
graphs/instances/g2080.col,3,3
graphs/instances/g2081.col,3,3
graphs/instances/g2079.col,4,4
graphs/instances/g2082.col,3,3
graphs/instances/g2084.col,4,4
graphs/instances/g2083.col,4,4
graphs/instances/g2086.col,4,4
graphs/instances/g2087.col,4,4
graphs/instances/g2085.col,3,3
graphs/instances/g2088.col,4,4
graphs/instances/g2090.col,4,4
graphs/instances/g2089.col,4,4
graphs/instances/g2092.col,3,3
graphs/instances/g2091.col,3,3
graphs/instances/g2093.col,4,4
graphs/instances/g2094.col,4,4
graphs/instances/g2095.col,3,3
graphs/instances/g2096.col,3,3
graphs/instances/g2097.col,3,3
graphs/instances/g2099.col,3,3
graphs/instances/g2100.col,4,4
graphs/instances/g2098.col,3,3
graphs/instances/g2101.col,4,4
graphs/instances/g2103.col,4,4
graphs/instances/g2102.col,4,4
graphs/instances/g2104.col,4,4
graphs/instances/g2105.col,4,4
graphs/instances/g2108.col,4,4
graphs/instances/g2106.col,4,4
graphs/instances/g2107.col,3,3
graphs/instances/g2110.col,3,3
graphs/instances/g2109.col,3,3
graphs/instances/g2111.col,3,3
graphs/instances/g2112.col,3,3
graphs/instances/g2114.col,3,3
graphs/instances/g2113.col,3,3
graphs/instances/g2115.col,3,3
graphs/instances/g2116.col,3,3
graphs/instances/g2117.col,3,3
graphs/instances/g2119.col,3,3
graphs/instances/g2118.col,3,3
graphs/instances/g1917.col,4,
graphs/instances/g2120.col,3,3
graphs/instances/g2122.col,3,3
graphs/instances/g2123.col,3,3
graphs/instances/g2121.col,3,3
graphs/instances/g2124.col,3,3
graphs/instances/g2125.col,3,3
graphs/instances/g2126.col,3,3
graphs/instances/g2127.col,4,4
graphs/instances/g2129.col,4,4
graphs/instances/g2131.col,4,4
graphs/instances/g2130.col,4,4
graphs/instances/g2128.col,4,4
graphs/instances/g2134.col,3,3
graphs/instances/g2132.col,3,3
graphs/instances/g2133.col,3,3
graphs/instances/g2135.col,3,3
graphs/instances/g2137.col,3,3
graphs/instances/g2136.col,3,3
graphs/instances/g2139.col,3,3
graphs/instances/g2140.col,3,3
graphs/instances/g2138.col,3,3
graphs/instances/g2141.col,3,3
graphs/instances/g2142.col,3,3
graphs/instances/g2146.col,3,3
graphs/instances/g2143.col,3,3
graphs/instances/g2144.col,4,4
graphs/instances/g2145.col,4,4
graphs/instances/g2150.col,4,4
graphs/instances/g2147.col,4,4
graphs/instances/g2149.col,4,4
graphs/instances/g2151.col,4,4
graphs/instances/g2148.col,3,3
graphs/instances/g2152.col,4,4
graphs/instances/g2153.col,3,3
graphs/instances/g2154.col,3,3
graphs/instances/g2156.col,3,3
graphs/instances/g2155.col,3,3
graphs/instances/g2160.col,3,3
graphs/instances/g2157.col,3,3
graphs/instances/g2158.col,3,3
graphs/instances/g2159.col,3,3
graphs/instances/g2161.col,3,3
graphs/instances/g2163.col,3,3
graphs/instances/g2164.col,4,4
graphs/instances/g2162.col,3,3
graphs/instances/g2166.col,4,4
graphs/instances/g2168.col,4,4
graphs/instances/g2167.col,4,4
graphs/instances/g2165.col,3,3
graphs/instances/g2171.col,3,3
graphs/instances/g2170.col,2,2
graphs/instances/g2169.col,2,2
graphs/instances/g2172.col,2,2
graphs/instances/g2173.col,2,2
graphs/instances/g2175.col,2,2
graphs/instances/g2178.col,2,2
graphs/instances/g2174.col,2,2
graphs/instances/g2177.col,2,2
graphs/instances/g2176.col,2,2
graphs/instances/g2180.col,3,3
graphs/instances/g2179.col,3,3
graphs/instances/g2181.col,3,3
graphs/instances/g2182.col,3,3
graphs/instances/g2185.col,3,3
graphs/instances/g2184.col,3,3
graphs/instances/g2183.col,3,3
graphs/instances/g2188.col,3,3
graphs/instances/g2187.col,3,3
graphs/instances/g2186.col,3,3
graphs/instances/g2189.col,3,3
graphs/instances/g2192.col,2,2
graphs/instances/g2193.col,2,2
graphs/instances/g2191.col,3,3
graphs/instances/g2190.col,3,3
graphs/instances/g2195.col,2,2
graphs/instances/g2194.col,2,2
graphs/instances/g2197.col,2,2
graphs/instances/g2196.col,2,2
graphs/instances/g2198.col,3,3
graphs/instances/g2200.col,3,3
graphs/instances/g2199.col,3,3
graphs/instances/g2202.col,3,3
graphs/instances/g2201.col,3,3
graphs/instances/g2206.col,3,3
graphs/instances/g2205.col,3,3
graphs/instances/g2203.col,3,3
graphs/instances/g2204.col,3,3
graphs/instances/g2207.col,3,3
graphs/instances/g2209.col,3,3
graphs/instances/g2208.col,3,3
graphs/instances/g2211.col,3,3
graphs/instances/g2210.col,3,3
graphs/instances/g2212.col,3,3
graphs/instances/g2213.col,3,3
graphs/instances/g2216.col,3,3
graphs/instances/g2215.col,3,3
graphs/instances/g2214.col,2,2
graphs/instances/g2217.col,3,3
graphs/instances/g2218.col,3,3
graphs/instances/g2222.col,3,3
graphs/instances/g2220.col,3,3
graphs/instances/g2224.col,3,3
graphs/instances/g2223.col,3,3
graphs/instances/g2226.col,3,3
graphs/instances/g2225.col,3,5
graphs/instances/g2228.col,3,4
graphs/instances/g2219.col,3,3
graphs/instances/g2227.col,3,3
graphs/instances/g2231.col,3,5
graphs/instances/g2229.col,3,3
graphs/instances/g2232.col,3,5
graphs/instances/g2221.col,3,5
graphs/instances/g2235.col,3,5
graphs/instances/g2234.col,3,3
graphs/instances/g2236.col,3,3
graphs/instances/g2233.col,3,4
graphs/instances/g2237.col,3,3
graphs/instances/g2239.col,3,3
graphs/instances/g2240.col,3,3
graphs/instances/g2242.col,3,5
graphs/instances/g2241.col,3,3
graphs/instances/g2243.col,3,5
graphs/instances/g2245.col,3,5
graphs/instances/g2230.col,3,5
graphs/instances/g2246.col,3,3
graphs/instances/g2244.col,3,3
graphs/instances/g2248.col,3,3
graphs/instances/g2247.col,3,5
graphs/instances/g2249.col,3,4
graphs/instances/g2250.col,3,4
