file_name,dsatur_colours,maxis_colours
graphs/instances/g0343.col,20,18
graphs/instances/g0341.col,5,5
graphs/instances/g0344.col,8,10
graphs/instances/g0346.col,6,10
graphs/instances/g0327.col,7,8
graphs/instances/g0345.col,8,8
graphs/instances/g0349.col,6,8
graphs/instances/g0351.col,5,7
graphs/instances/g0352.col,4,7
graphs/instances/g0348.col,7,10
graphs/instances/g0353.col,7,9
graphs/instances/g0347.col,6,7
graphs/instances/g0356.col,8,9
graphs/instances/g0355.col,9,10
graphs/instances/g0357.col,8,9
graphs/instances/g0358.col,7,8
graphs/instances/g0359.col,7,9
graphs/instances/g0360.col,7,10
graphs/instances/g0350.col,7,7
graphs/instances/g0362.col,8,11
graphs/instances/g0354.col,5,7
graphs/instances/g0361.col,8,8
graphs/instances/g0363.col,6,8
graphs/instances/g0364.col,7,9
graphs/instances/g0368.col,8,9
graphs/instances/g0367.col,8,8
graphs/instances/g0369.col,7,9
graphs/instances/g0370.col,7,7
graphs/instances/g0371.col,7,9
graphs/instances/g0372.col,7,8
graphs/instances/g0373.col,7,9
graphs/instances/g0374.col,7,8
graphs/instances/g0365.col,7,10
graphs/instances/g0375.col,8,8
graphs/instances/g0376.col,8,8
graphs/instances/g0377.col,6,8
graphs/instances/g0378.col,6,8
graphs/instances/g0379.col,6,7
graphs/instances/g0380.col,6,7
graphs/instances/g0382.col,6,7
graphs/instances/g0381.col,6,7
graphs/instances/g0383.col,6,6
graphs/instances/g0385.col,6,7
graphs/instances/g0386.col,6,8
graphs/instances/g0387.col,6,8
graphs/instances/g0388.col,28,27
graphs/instances/g0389.col,30,28
graphs/instances/g0390.col,8,10
graphs/instances/g0391.col,6,10
graphs/instances/g0392.col,7,9
graphs/instances/g0393.col,5,6
graphs/instances/g0394.col,5,7
graphs/instances/g0384.col,6,7
graphs/instances/g0396.col,5,6
graphs/instances/g0397.col,5,6
graphs/instances/g0395.col,5,6
graphs/instances/g0399.col,5,6
graphs/instances/g0400.col,5,6
graphs/instances/g0398.col,5,7
graphs/instances/g0401.col,5,6
graphs/instances/g0403.col,5,6
graphs/instances/g0404.col,5,6
graphs/instances/g0402.col,5,6
graphs/instances/g0405.col,5,6
graphs/instances/g0406.col,6,7
graphs/instances/g0408.col,6,8
graphs/instances/g0409.col,8,11
graphs/instances/g0410.col,6,10
graphs/instances/g0411.col,7,8
graphs/instances/g0412.col,8,10
graphs/instances/g0414.col,5,6
graphs/instances/g0413.col,7,8
graphs/instances/g0415.col,5,5
graphs/instances/g0416.col,24,24
graphs/instances/g0418.col,29,27
graphs/instances/g0417.col,11,12
graphs/instances/g0420.col,7,7
graphs/instances/g0419.col,8,11
graphs/instances/g0421.col,6,7
graphs/instances/g0422.col,9,10
graphs/instances/g0423.col,8,10
graphs/instances/g0424.col,8,9
graphs/instances/g0426.col,6,7
graphs/instances/g0427.col,7,9
graphs/instances/g0428.col,6,7
graphs/instances/g0429.col,7,9
graphs/instances/g0430.col,9,11
graphs/instances/g0425.col,6,6
graphs/instances/g0431.col,7,7
graphs/instances/g0432.col,5,6
graphs/instances/g0434.col,6,7
graphs/instances/g0435.col,6,7
graphs/instances/g0433.col,6,7
graphs/instances/g0437.col,6,6
graphs/instances/g0438.col,6,6
graphs/instances/g0436.col,5,6
graphs/instances/g0366.col,7,8
graphs/instances/g0440.col,5,7
graphs/instances/g0439.col,6,7
graphs/instances/g0443.col,7,9
graphs/instances/g0441.col,6,7
graphs/instances/g0444.col,6,6
graphs/instances/g0446.col,6,8
graphs/instances/g0447.col,6,8
graphs/instances/g0448.col,7,7
graphs/instances/g0449.col,8,8
graphs/instances/g0450.col,7,8
graphs/instances/g0451.col,6,6
graphs/instances/g0445.col,7,7
graphs/instances/g0452.col,5,7
graphs/instances/g0453.col,6,6
graphs/instances/g0454.col,6,6
graphs/instances/g0455.col,7,7
graphs/instances/g0456.col,6,7
graphs/instances/g0458.col,6,7
graphs/instances/g0459.col,21,18
graphs/instances/g0460.col,6,8
graphs/instances/g0461.col,7,8
graphs/instances/g0462.col,6,8
graphs/instances/g0463.col,6,7
graphs/instances/g0464.col,5,8
graphs/instances/g0465.col,6,8
graphs/instances/g0466.col,6,9
graphs/instances/g0467.col,7,9
graphs/instances/g0468.col,6,8
graphs/instances/g0469.col,6,7
graphs/instances/g0470.col,5,7
graphs/instances/g0471.col,5,6
graphs/instances/g0472.col,16,15
graphs/instances/g0473.col,25,26
graphs/instances/g0442.col,8,10
graphs/instances/g0474.col,11,13
graphs/instances/g0475.col,6,8
graphs/instances/g0477.col,8,9
graphs/instances/g0478.col,6,7
graphs/instances/g0479.col,6,7
graphs/instances/g0480.col,7,8
graphs/instances/g0481.col,7,8
graphs/instances/g0482.col,5,7
graphs/instances/g0483.col,6,6
graphs/instances/g0484.col,6,8
graphs/instances/g0485.col,6,8
graphs/instances/g0486.col,26,24
graphs/instances/g0487.col,16,15
graphs/instances/g0488.col,10,10
graphs/instances/g0489.col,7,9
graphs/instances/g0490.col,6,10
graphs/instances/g0491.col,5,7
graphs/instances/g0492.col,4,5
graphs/instances/g0407.col,7,
graphs/instances/g0494.col,24,26
graphs/instances/g0495.col,7,10
graphs/instances/g0496.col,7,8
graphs/instances/g0497.col,7,9
graphs/instances/g0498.col,7,11
graphs/instances/g0457.col,6,7
graphs/instances/g0500.col,60,60
graphs/instances/g0501.col,47,49
graphs/instances/g0502.col,54,54
graphs/instances/g0503.col,7,10
graphs/instances/g0504.col,46,46
graphs/instances/g0505.col,42,45
graphs/instances/g0506.col,38,40
graphs/instances/g0507.col,10,9
graphs/instances/g0508.col,9,12
graphs/instances/g0509.col,10,11
graphs/instances/g0510.col,9,10
graphs/instances/g0511.col,9,12
graphs/instances/g0512.col,8,10
graphs/instances/g0513.col,12,14
graphs/instances/g0514.col,10,11
graphs/instances/g0515.col,11,13
graphs/instances/g0516.col,11,12
graphs/instances/g0517.col,10,13
graphs/instances/g0518.col,9,10
graphs/instances/g0519.col,9,15
graphs/instances/g0520.col,9,11
graphs/instances/g0521.col,9,11
graphs/instances/g0522.col,9,11
graphs/instances/g0523.col,9,13
graphs/instances/g0524.col,9,13
graphs/instances/g0525.col,9,12
graphs/instances/g0526.col,31,31
graphs/instances/g0527.col,22,23
graphs/instances/g0528.col,20,21
graphs/instances/g0529.col,46,46
graphs/instances/g0530.col,21,21
graphs/instances/g0531.col,10,11
graphs/instances/g0532.col,12,12
graphs/instances/g0533.col,37,37
graphs/instances/g0534.col,11,16
graphs/instances/g0535.col,40,40
graphs/instances/g0536.col,11,11
graphs/instances/g0537.col,9,12
graphs/instances/g0538.col,11,12
graphs/instances/g0539.col,9,12
graphs/instances/g0540.col,11,12
graphs/instances/g0541.col,10,12
graphs/instances/g0542.col,8,12
graphs/instances/g0543.col,10,11
graphs/instances/g0544.col,11,11
graphs/instances/g0545.col,7,9
graphs/instances/g0546.col,10,11
graphs/instances/g0547.col,8,11
graphs/instances/g0548.col,7,8
graphs/instances/g0549.col,8,11
graphs/instances/g0476.col,7,
graphs/instances/g0551.col,8,9
graphs/instances/g0552.col,7,8
graphs/instances/g0553.col,8,9
graphs/instances/g0550.col,8,9
graphs/instances/g0554.col,9,10
graphs/instances/g0555.col,8,10
graphs/instances/g0556.col,13,12
graphs/instances/g0557.col,20,19
graphs/instances/g0558.col,31,27
graphs/instances/g0559.col,5,8
graphs/instances/g0560.col,27,28
graphs/instances/g0561.col,7,10
graphs/instances/g0563.col,30,28
graphs/instances/g0562.col,9,10
graphs/instances/g0564.col,45,44
graphs/instances/g0565.col,33,32
graphs/instances/g0567.col,48,48
graphs/instances/g0566.col,9,12
graphs/instances/g0568.col,10,12
graphs/instances/g0569.col,9,11
graphs/instances/g0570.col,11,15
graphs/instances/g0571.col,10,12
graphs/instances/g0573.col,11,12
graphs/instances/g0572.col,8,11
graphs/instances/g0575.col,10,12
graphs/instances/g0574.col,11,11
graphs/instances/g0577.col,9,10
graphs/instances/g0576.col,10,10
graphs/instances/g0578.col,11,11
graphs/instances/g0579.col,8,9
graphs/instances/g0580.col,9,12
graphs/instances/g0581.col,10,11
graphs/instances/g0582.col,8,9
graphs/instances/g0584.col,9,10
graphs/instances/g0583.col,9,9
graphs/instances/g0586.col,8,8
graphs/instances/g0585.col,8,8
graphs/instances/g0588.col,9,9
graphs/instances/g0587.col,8,9
graphs/instances/g0590.col,8,10
graphs/instances/g0589.col,8,9
graphs/instances/g0592.col,7,9
graphs/instances/g0591.col,8,9
graphs/instances/g0593.col,8,10
graphs/instances/g0594.col,7,8
graphs/instances/g0595.col,7,9
graphs/instances/g0596.col,7,8
graphs/instances/g0597.col,16,15
graphs/instances/g0598.col,16,15
graphs/instances/g0599.col,9,10
graphs/instances/g0600.col,27,27
graphs/instances/g0602.col,8,9
graphs/instances/g0601.col,7,9
graphs/instances/g0603.col,9,11
graphs/instances/g0604.col,11,13
graphs/instances/g0606.col,7,7
graphs/instances/g0605.col,7,9
graphs/instances/g0607.col,6,7
graphs/instances/g0608.col,7,8
graphs/instances/g0610.col,6,9
graphs/instances/g0609.col,6,6
graphs/instances/g0493.col,6,
graphs/instances/g0612.col,6,6
graphs/instances/g0611.col,6,7
graphs/instances/g0613.col,7,9
graphs/instances/g0615.col,6,7
graphs/instances/g0614.col,6,6
graphs/instances/g0616.col,21,20
graphs/instances/g0618.col,35,33
graphs/instances/g0617.col,8,11
graphs/instances/g0619.col,16,18
graphs/instances/g0620.col,16,18
graphs/instances/g0622.col,16,19
graphs/instances/g0621.col,17,17
graphs/instances/g0623.col,16,18
graphs/instances/g0624.col,15,18
graphs/instances/g0625.col,17,17
graphs/instances/g0626.col,15,17
graphs/instances/g0627.col,16,18
graphs/instances/g0628.col,15,17
graphs/instances/g0629.col,16,18
graphs/instances/g0630.col,16,19
graphs/instances/g0631.col,14,17
graphs/instances/g0633.col,17,18
graphs/instances/g0632.col,18,18
graphs/instances/g0634.col,17,20
graphs/instances/g0635.col,16,18
graphs/instances/g0636.col,16,16
graphs/instances/g0637.col,15,18
graphs/instances/g0638.col,16,19
graphs/instances/g0639.col,16,16
graphs/instances/g0642.col,15,16
graphs/instances/g0641.col,15,17
graphs/instances/g0640.col,14,16
graphs/instances/g0644.col,16,18
graphs/instances/g0645.col,15,17
graphs/instances/g0643.col,16,19
graphs/instances/g0648.col,18,19
graphs/instances/g0646.col,15,17
graphs/instances/g0647.col,15,19
graphs/instances/g0651.col,17,17
graphs/instances/g0650.col,16,17
graphs/instances/g0649.col,14,17
graphs/instances/g0652.col,16,17
graphs/instances/g0654.col,15,17
graphs/instances/g0653.col,17,17
graphs/instances/g0657.col,16,17
graphs/instances/g0658.col,16,16
graphs/instances/g0655.col,15,17
graphs/instances/g0656.col,15,18
graphs/instances/g0659.col,14,17
graphs/instances/g0660.col,14,17
graphs/instances/g0661.col,17,15
graphs/instances/g0663.col,15,16
graphs/instances/g0662.col,18,17
graphs/instances/g0665.col,17,17
graphs/instances/g0666.col,17,19
graphs/instances/g0667.col,17,17
graphs/instances/g0664.col,16,18
graphs/instances/g0668.col,16,18
graphs/instances/g0669.col,11,11
graphs/instances/g0670.col,10,14
graphs/instances/g0672.col,12,13
graphs/instances/g0671.col,12,14
graphs/instances/g0674.col,12,13
graphs/instances/g0673.col,11,12
graphs/instances/g0676.col,11,12
graphs/instances/g0675.col,11,12
graphs/instances/g0677.col,11,13
graphs/instances/g0678.col,11,12
graphs/instances/g0679.col,11,11
graphs/instances/g0681.col,11,12
graphs/instances/g0680.col,11,13
graphs/instances/g0682.col,12,13
graphs/instances/g0683.col,11,13
graphs/instances/g0684.col,11,12
graphs/instances/g0685.col,10,10
graphs/instances/g0687.col,11,14
graphs/instances/g0686.col,12,14
graphs/instances/g0689.col,10,14
graphs/instances/g0688.col,10,14
graphs/instances/g0690.col,11,13
graphs/instances/g0691.col,12,14
graphs/instances/g0692.col,11,15
graphs/instances/g0693.col,12,15
graphs/instances/g0694.col,11,12
graphs/instances/g0695.col,11,12
graphs/instances/g0696.col,11,15
graphs/instances/g0697.col,11,11
graphs/instances/g0698.col,12,15
graphs/instances/g0699.col,11,14
graphs/instances/g0700.col,10,12
graphs/instances/g0701.col,11,15
graphs/instances/g0702.col,11,14
graphs/instances/g0703.col,12,12
graphs/instances/g0705.col,10,12
graphs/instances/g0706.col,11,15
graphs/instances/g0704.col,12,13
graphs/instances/g0707.col,14,16
graphs/instances/g0708.col,11,12
graphs/instances/g0709.col,11,12
graphs/instances/g0710.col,11,13
graphs/instances/g0711.col,11,13
graphs/instances/g0499.col,7,
graphs/instances/g0712.col,12,15
graphs/instances/g0713.col,11,13
graphs/instances/g0714.col,11,13
graphs/instances/g0715.col,11,13
graphs/instances/g0717.col,11,11
graphs/instances/g0716.col,10,14
graphs/instances/g0719.col,11,12
graphs/instances/g0718.col,12,15
graphs/instances/g0720.col,10,10
graphs/instances/g0722.col,10,10
graphs/instances/g0721.col,10,11
graphs/instances/g0723.col,11,12
graphs/instances/g0724.col,11,12
graphs/instances/g0725.col,10,11
graphs/instances/g0727.col,11,12
graphs/instances/g0729.col,11,12
graphs/instances/g0728.col,10,10
graphs/instances/g0726.col,11,13
graphs/instances/g0732.col,10,11
graphs/instances/g0731.col,10,11
graphs/instances/g0730.col,11,13
graphs/instances/g0733.col,11,13
graphs/instances/g0737.col,11,12
graphs/instances/g0734.col,10,11
graphs/instances/g0735.col,11,13
graphs/instances/g0736.col,10,12
graphs/instances/g0740.col,10,12
graphs/instances/g0738.col,11,12
graphs/instances/g0739.col,11,13
graphs/instances/g0741.col,11,13
graphs/instances/g0744.col,10,11
graphs/instances/g0742.col,11,12
graphs/instances/g0745.col,12,12
graphs/instances/g0746.col,11,13
graphs/instances/g0743.col,11,12
graphs/instances/g0749.col,10,12
graphs/instances/g0750.col,11,13
graphs/instances/g0747.col,10,11
graphs/instances/g0751.col,11,13
graphs/instances/g0748.col,11,13
graphs/instances/g0753.col,10,11
graphs/instances/g0752.col,10,11
graphs/instances/g0756.col,10,13
graphs/instances/g0755.col,11,12
graphs/instances/g0757.col,10,12
graphs/instances/g0754.col,10,14
graphs/instances/g0761.col,10,13
graphs/instances/g0759.col,10,10
graphs/instances/g0760.col,10,13
graphs/instances/g0758.col,11,13
graphs/instances/g0762.col,11,12
graphs/instances/g0763.col,10,11
graphs/instances/g0765.col,11,13
graphs/instances/g0767.col,12,12
graphs/instances/g0764.col,11,11
graphs/instances/g0768.col,11,12
graphs/instances/g0766.col,11,12
graphs/instances/g0770.col,10,10
graphs/instances/g0769.col,11,11
graphs/instances/g0772.col,10,10
graphs/instances/g0771.col,11,11
graphs/instances/g0774.col,10,11
graphs/instances/g0773.col,10,10
graphs/instances/g0775.col,11,11
graphs/instances/g0776.col,10,10
graphs/instances/g0778.col,10,10
graphs/instances/g0777.col,11,11
graphs/instances/g0779.col,11,11
graphs/instances/g0781.col,11,12
graphs/instances/g0780.col,11,12
graphs/instances/g0783.col,11,11
graphs/instances/g0784.col,10,10
graphs/instances/g0782.col,10,10
graphs/instances/g0785.col,10,11
graphs/instances/g0786.col,10,11
graphs/instances/g0787.col,10,11
graphs/instances/g0788.col,11,11
graphs/instances/g0789.col,11,12
graphs/instances/g0791.col,11,12
graphs/instances/g0790.col,10,10
graphs/instances/g0792.col,10,10
graphs/instances/g0793.col,10,11
graphs/instances/g0796.col,10,11
graphs/instances/g0794.col,10,10
graphs/instances/g0795.col,10,10
graphs/instances/g0800.col,10,11
graphs/instances/g0799.col,11,12
graphs/instances/g0797.col,10,10
graphs/instances/g0798.col,11,12
graphs/instances/g0801.col,11,11
graphs/instances/g0802.col,10,11
graphs/instances/g0803.col,10,10
graphs/instances/g0804.col,10,10
graphs/instances/g0805.col,11,12
graphs/instances/g0806.col,10,11
graphs/instances/g0808.col,10,11
graphs/instances/g0807.col,10,11
graphs/instances/g0809.col,10,10
graphs/instances/g0810.col,10,10
graphs/instances/g0812.col,10,11
graphs/instances/g0811.col,11,12
graphs/instances/g0813.col,11,12
graphs/instances/g0817.col,11,11
graphs/instances/g0814.col,10,11
graphs/instances/g0816.col,10,10
graphs/instances/g0815.col,11,12
graphs/instances/g0819.col,11,11
graphs/instances/g0818.col,10,10
graphs/instances/g0821.col,61,61
