0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
-0.70834,0.34926,0.18229
-0.88814,0.1135,0
-0.53341,-0.18879,0
-0.53341,-0.18879,0
-0.88814,0.1135,0
0.069068,1.3686,0.97045
-0.88814,0.1135,0
-0.88814,0.1135,0
0.27883,0.87622,0.82348
-0.88814,0.1135,0
-0.88814,0.1135,0
-0.70834,0.34926,0.18229
-0.88814,0.1135,0
0.086381,1.3913,0.988
-0.53341,-0.18879,0
0.4238,1.0663,0.97045
0.098212,1.4068,1
-0.88814,0.1135,0
0.081344,1.3847,0.9829
-0.53341,-0.18879,0
-0.45062,0.68717,0.44357
-0.53341,-0.18879,0
-0.88814,0.1135,0
0.065451,1.3638,0.96679
-0.061663,1.1972,0.83791
-0.047106,0.44885,0.49303
-0.88814,0.1135,0
0.44947,1.1,0.99648
0.081344,1.3847,0.9829
-0.53341,-0.18879,0
-0.25602,-0.42517,0
-0.88814,0.1135,0
0.043066,1.3345,0.94409
-0.036565,1.2301,0.86336
-0.88814,0.1135,0
0.057428,1.3533,0.95865
-0.88814,0.1135,0
0.061578,1.3588,0.96286
0.072449,1.373,0.97388
-0.88814,0.1135,0
-0.88814,0.1135,0
-0.88814,0.1135,0
-0.88814,0.1135,0
0.088669,1.3943,0.99032
0.092839,1.3998,0.99455
0.0028224,1.2817,0.90329
-0.88814,0.1135,0
-0.88814,0.1135,0
-0.88814,0.1135,0
-0.53341,-0.18879,0
-0.88814,0.1135,0
-0.10049,0.069662,0.29401
-0.70156,-0.04549,0
-0.88814,0.1135,0
-0.70156,-0.04549,0
-0.53657,-0.18609,0
-0.70156,-0.04549,0
-0.70156,-0.04549,0
-0.88814,0.1135,0
0.096528,1.4046,0.99829
-0.88814,0.1135,0
-0.88814,0.1135,0
-0.88814,0.1135,0
-0.88814,0.1135,0
-0.88814,0.1135,0
-0.70156,-0.04549,0
-0.88814,0.1135,0
0.12491,1.0382,0.83791
0.35439,0.98213,0.90329
-0.53657,-0.18609,0
-0.70156,-0.04549,0
-0.70156,-0.04549,0
-0.70156,-0.04549,0
-0.70156,-0.04549,0
-0.53657,-0.18609,0
-0.70156,-0.04549,0
-0.53657,-0.18609,0
0.34569,0.97073,0.89447
-0.70156,-0.04549,0
-0.70156,-0.04549,0
-0.88814,0.1135,0
-0.11326,0.72589,0.59644
0.58847,0.97302,0.9925
-0.70156,-0.04549,0
0.14412,1.0634,0.85739
-0.70156,-0.04549,0
-0.70156,-0.04549,0
0.81288,0.73846,0.9722
-0.88814,0.1135,0
-0.70156,-0.04549,0
-0.26098,-0.42094,0
-0.70156,-0.04549,0
-0.39048,-0.31058,0
-0.88814,0.1135,0
0.11068,1.0195,0.82348
-0.793,0.23825,0.096455
0.63408,0.75266,0.90745
-0.26098,-0.42094,0
0.44537,1.1014,0.99553
0.43551,1.0885,0.98553
-0.17445,0.52342,0.47712
-0.76162,0.0056905,0
-0.36641,0.27173,0.28251
-0.53761,-0.1852,0
-0.64506,-0.093639,0
-0.64506,-0.093639,0
-0.43851,-0.26966,0
-0.64506,-0.093639,0
-0.76162,0.0056905,0
-0.53761,-0.1852,0
-0.76162,0.0056905,0
-0.88814,0.1135,0
0.21368,1.2845,0.98879
-0.76162,0.0056905,0
0.22064,1.2936,0.99585
-0.88814,0.1135,0
-0.76162,0.0056905,0
-0.64506,-0.093639,0
0.16958,1.2267,0.94409
-0.88814,0.1135,0
0.078571,1.381,0.98009
-0.64506,-0.093639,0
0.71964,0.86839,0.99585
-0.41316,-0.022021,0.12618
0.097101,1.4053,0.99887
0.52316,0.99128,0.97497
-0.76162,0.0056905,0
-0.64506,-0.093639,0
-0.76162,0.0056905,0
0.34129,1.1997,1
0.25598,0.64096,0.7041
-0.76162,0.0056905,0
-0.76162,0.0056905,0
-0.53761,-0.1852,0
0.040426,1.0573,0.81315
-0.76162,0.0056905,0
-0.64506,-0.093639,0
-0.88814,0.1135,0
-0.88814,0.1135,0
-0.64506,-0.093639,0
-0.88814,0.1135,0
-0.63717,0.16887,0.12618
-0.76162,0.0056905,0
0.3332,1.189,0.99179
-0.64506,-0.093639,0
-0.76162,0.0056905,0
-0.43851,-0.26966,0
-0.64506,-0.093639,0
0.21936,1.2919,0.99455
0.0055732,1.2853,0.90608
0.075611,1.3772,0.97709
0.083943,1.3881,0.98553
0.26332,0.85588,0.80775
0.010865,1.2923,0.91144
-0.036565,1.2301,0.86336
0.069068,1.3686,0.97045
0.081344,1.3847,0.9829
0.098212,1.4068,1
0.38634,1.0172,0.93247
0.078571,1.381,0.98009
0.083943,1.3881,0.98553
0.072449,1.373,0.97388
