0.134,-0.75753,0
-0.03806,-0.6109,0
1.122,0.24279,0.86336
0.71606,0.84942,0.98553
-0.25602,-0.42517,0
0.37908,-0.96638,0
-0.03806,-0.6109,0
-0.88814,0.1135,0
0.77418,0.4541,0.82348
-0.25602,-0.42517,0
-0.88814,0.1135,0
0.134,-0.75753,0
0.134,-0.75753,0
-0.03806,-0.6109,0
-0.53341,-0.18879,0
-0.53341,-0.18879,0
-0.25602,-0.42517,0
-0.25602,-0.42517,0
-0.25602,-0.42517,0
-0.25602,-0.42517,0
0.22788,0.80941,0.77182
0.37304,0.99975,0.91899
0.134,-0.75753,0
-0.53341,-0.18879,0
-0.03806,-0.6109,0
0.134,-0.75753,0
-0.03806,-0.6109,0
0.27043,-0.87379,0
-0.03806,-0.6109,0
0.27043,-0.87379,0
-0.03806,-0.6109,0
0.27043,-0.87379,0
-0.53341,-0.18879,0
0.27043,-0.87379,0
-0.53341,-0.18879,0
-0.53341,-0.18879,0
-0.53341,-0.18879,0
0.65043,0.76337,0.91899
-0.25602,-0.42517,0
-0.03806,-0.6109,0
0.30614,0.91203,0.85117
-0.25602,-0.42517,0
-0.25602,-0.42517,0
0.27043,-0.87379,0
0.27043,-0.87379,0
-0.25602,-0.42517,0
-0.25602,-0.42517,0
-0.88814,0.1135,0
-0.53341,-0.18879,0
0.53572,-1.0999,0
0.73586,0.41656,0.79058
-0.14605,-0.51888,0
-0.53657,-0.18609,0
-0.39048,-0.31058,0
-0.043931,-0.6059,0
0.095877,-0.6191,0.049647
0.19991,-0.81369,0
-0.53657,-0.18609,0
0.26427,-0.86853,0
1.0915,0.51142,0.97709
-0.14605,-0.51888,0
-0.53657,-0.18609,0
-0.26098,-0.42094,0
0.37317,-0.96134,0
0.6907,0.82691,0.96486
-0.14605,-0.51888,0
-0.14605,-0.51888,0
-0.53657,-0.18609,0
0.046907,-0.68331,0
0.91328,0.64918,0.97045
-0.70156,-0.04549,0
0.26427,-0.86853,0
-0.043931,-0.6059,0
0.1278,-0.75224,0
0.046907,-0.68331,0
-0.14605,-0.51888,0
-0.043931,-0.6059,0
-0.39048,-0.31058,0
0.32176,-0.91753,0
-0.26098,-0.42094,0
-0.0073583,-0.33703,0.14061
0.1278,-0.75224,0
-0.043931,-0.6059,0
-0.39048,-0.31058,0
-0.14605,-0.51888,0
-0.39048,-0.31058,0
-0.39048,-0.31058,0
0.12228,0.081591,0.38856
-0.14605,-0.51888,0
0.26427,-0.86853,0
-0.043931,-0.6059,0
-0.043931,-0.6059,0
1.1732,0.46252,0.98679
-0.53657,-0.18609,0
-0.39048,-0.31058,0
-0.70156,-0.04549,0
0.046907,-0.68331,0
-0.14605,-0.51888,0
-0.26098,-0.42094,0
0.32176,-0.91753,0
-0.18462,-0.48601,0
0.12575,-0.75049,0
-0.18462,-0.48601,0
-0.18462,-0.48601,0
-0.18462,-0.48601,0
-0.76162,0.0056905,0
0.12575,-0.75049,0
-0.045871,-0.60425,0
0.072884,-0.70545,0
-0.64506,-0.093639,0
-0.045871,-0.60425,0
-0.43851,-0.26966,0
-0.64506,-0.093639,0
-0.18462,-0.48601,0
0.12575,-0.75049,0
0.072884,-0.70545,0
-0.34706,-0.34759,0
-0.11253,-0.54744,0
0.22012,-0.83092,0
-0.045871,-0.60425,0
-0.64506,-0.093639,0
0.17472,-0.79223,0
-0.18462,-0.48601,0
0.12575,-0.75049,0
0.01879,-0.51946,0.065556
-0.11253,-0.54744,0
0.072884,-0.70545,0
-0.18462,-0.48601,0
-0.11253,-0.54744,0
-0.18462,-0.48601,0
0.072884,-0.70545,0
-0.18462,-0.48601,0
0.84106,0.7029,0.96679
-0.18462,-0.48601,0
0.41423,0.65061,0.77182
0.22012,-0.83092,0
0.89357,0.15032,0.72879
-0.53761,-0.1852,0
-0.045871,-0.60425,0
0.072884,-0.70545,0
-0.34706,-0.34759,0
0.17472,-0.79223,0
0.015801,-0.6568,0
0.072884,-0.70545,0
-0.045871,-0.60425,0
0.12575,-0.75049,0
-0.11253,-0.54744,0
-0.43851,-0.26966,0
-0.53761,-0.1852,0
0.22012,-0.83092,0
-0.12685,1.1117,0.77182
0.049829,1.3434,0.95095
-0.29572,0.89027,0.60061
0.071389,1.3716,0.97281
-0.044921,1.2191,0.85489
0.055443,1.3507,0.95664
-0.10898,1.1351,0.78994
0.33386,1.0342,0.9195
-0.40665,0.74483,0.48815
0.059925,1.3566,0.96118
-0.41753,0.73056,0.47712
0.042891,1.3343,0.94391
0.18222,0.88587,0.78942
0.085547,1.3902,0.98716
-0.20671,1.007,0.69086
0.055753,1.3511,0.95695
-0.17789,1.0448,0.72008
0.066611,1.3654,0.96796
-0.29773,0.88764,0.59857
0.072873,1.3736,0.97431
0.19724,0.49912,0.61417
0.061238,1.3583,0.96251
-0.24646,0.95487,0.65056
0.52279,0.96237,0.96128
-0.12271,1.1171,0.77602
0.075611,1.3772,0.97709
-0.018425,1.2539,0.88175
0.072321,1.3729,0.97375
-0.10298,1.143,0.79603
0.30198,1.1699,0.97036
-0.24224,0.9604,0.65484
0.06559,1.364,0.96693
-0.18327,1.0377,0.71462
0.27131,1.1525,0.94996
0.29612,0.42359,0.61826
0.28742,1.1843,0.97128
0.070507,0.90501,0.75377
0.2796,1.1842,0.96812
-0.35979,0.80628,0.53567
0.45116,1.0264,0.96268
-0.040321,0.77921,0.65056
0.44697,1.0372,0.96607
0.070375,0.93351,0.76708
0.27134,1.2015,0.97291
-0.26126,0.93547,0.63556
0.078722,1.3812,0.98024
0.097739,0.98663,0.8029
0.24511,1.184,0.95423
-0.39528,0.75974,0.49968
0.064958,1.3632,0.96629
-0.33755,0.83544,0.55821
0.072804,1.3735,0.97424
-0.40823,0.74275,0.48655
0.3975,1.0585,0.95628
0.076776,0.98983,0.79603
0.24752,1.2172,0.97079
-0.18058,0.65938,0.53839
0.073267,1.3741,0.97471
0.067342,0.99118,0.7929
0.24279,1.2245,0.97231
-0.13767,1.0975,0.76085
0.24617,1.2353,0.97873
-0.14335,1.0901,0.75509
0.059115,1.3555,0.96036
0.0061617,0.92982,0.73971
0.24152,1.2414,0.97971
-0.033439,0.88377,0.70231
0.070657,1.3707,0.97206
-0.36529,0.45433,0.36853
0.21495,1.2179,0.9581
-0.013643,0.61471,0.58412
0.074589,1.3758,0.97605
-0.40336,0.74915,0.49149
0.20679,1.2179,0.95482
-0.11428,0.79945,0.63051
0.21074,1.2281,0.96121
-0.17189,1.0526,0.72616
0.062455,1.3599,0.96375
-0.17661,0.43791,0.43618
0.4636,1.0199,0.9646
-0.1729,1.0513,0.72514
0.20824,1.2392,0.96541
-0.34421,0.8267,0.55146
0.34789,1.1466,0.97778
0.00018389,0.97313,0.75762
0.19826,1.235,0.95945
-0.12145,0.81796,0.63632
0.33192,1.1415,0.96898
-0.027311,0.67426,0.60657
0.20568,1.2531,0.97091
-0.13966,1.0949,0.75884
0.20317,1.2539,0.97025
0.12584,0.88983,0.76876
0.41988,1.0375,0.95537
-0.075113,0.89484,0.69086
0.073453,1.3743,0.9749
0.11834,0.65647,0.6564
0.06573,1.3642,0.96707
-0.17313,0.77375,0.59497
0.073297,1.3741,0.97474
-0.1693,1.056,0.72879
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
0.80867,-1.3325,0
