z1,z2
-0.890356354155078,0.671549222658057
-1.11779402496469,-0.0426172767832568
-1.11451148214644,0.683209420499572
-0.801927897915494,-0.232200216413789
-0.975521195509374,-0.0569169868061119
-0.302051226735891,0.107404443595387
-0.958554640969755,-0.378681878130782
-0.96003938636426,-0.321223559049226
-0.904670716484201,-1.4595071814746
-1.11490353231026,-0.570277363844632
-0.660435699008777,-0.0755124972218774
-0.844487338748773,-0.11815846552675
-1.00263468063273,-0.504151084754887
-0.972826156513364,-0.311252187089013
-0.832812835097131,-0.919527494665267
-0.714912322631667,-0.425788501381849
-0.715835256977339,-0.66727762162231
-0.521834772387406,0.175389544891511
-0.715339012981759,-0.0657709815199742
-0.784262776290213,-0.452762675431207
-0.779379831896034,-0.365695678192258
-0.67119805004765,-0.329508214671921
-0.504012257345305,-0.0909522387557424
-0.652204703914226,-0.373357353923417
-0.60774999445143,-0.220057481053836
-0.501690667931079,-0.261226639393163
-0.41986010966018,-0.317528185267684
-0.419666439471661,-0.370383191465764
-0.369134699775853,-0.226418506116222
-0.359201126443636,-0.219212880187912
-0.359037543201984,-0.324855479477542
-0.389304369906988,-0.379515874403104
-0.339648404860543,-0.345612871534901
-0.333692585144796,-0.414930718117144
-0.352173061844868,-0.348111551417212
-0.29436052707734,-0.322011521886103
-0.187261904081226,-0.481354912244929
-0.185023626931552,-0.477107650756723
-0.185382033385868,-0.479454162879178
-0.156875136323363,-0.482475366434807
-0.149352313995718,-0.502518866858241
-0.142671077985729,-0.456856003615509
-0.180968769620644,-0.464241542615297
-0.139921335773204,-0.458180580242613
-0.124513174679731,-0.476281908035426
-0.157765966786722,-0.47092990483808
-0.996013127895685,0.635770300019468
-0.346837228923452,1.394164467225
-0.893231715248381,0.36797377626947
-0.345895936025183,0.270360649110828
-0.590656465626703,-0.58133964750293
-1.20853987716047,-0.407910675340556
-0.659627385043881,0.855604690379826
-1.03868888491328,-0.984839691050854
-0.399449156753672,-0.550102303088131
-1.10695776076511,0.0860076078020345
-0.072722263036294,1.92578795651179
-0.984090991973775,0.646001892388089
-1.33157991979271,-0.531396801617573
-1.16810257801182,-0.537471982313887
-0.652537554502891,1.20510869332048
-0.949127190796235,-1.24818272963618
-1.16465043072225,-0.345718419410677
-1.09409690956543,-1.15777473790615
-1.07964147686813,-1.0595617977019
-1.07217681373553,-1.03162822513665
-1.08413872502162,-1.02563603739017
-0.893498890947148,-1.40308922246413
-1.08352948843452,-0.651114768306234
-1.10238067652947,-1.05479894751604
-0.959373928947898,-1.07255903398316
-0.97326551258153,-1.28999616801114
-0.938592726361158,-1.19130313215528
-0.98431627189809,-0.956775799697939
-1.01816161542095,-0.624608100056444
-1.04057573033653,-0.986954413969943
-0.92486185186249,-1.1205365393847
-1.01688388341322,-0.895202535858783
-1.00551095625188,-0.971611433882233
-0.987720169709004,-0.837986322033128
-0.99622874950078,-0.983093530338879
-0.941146526159352,-1.07413330777515
-0.981223499509923,-0.893628043386286
-0.962056491206381,-0.742657998536481
-0.930896624586249,-0.95045915544256
-0.922499430342359,-1.00357741849479
-0.968169946311419,-0.986693163714278
-0.934617667037188,-0.915614257455185
-0.936352589742068,-0.95542129278158
-0.947062285042489,-0.998615758299805
-0.980416802194869,-0.884573779290054
-0.802639401483369,0.787879567398271
2.02743127075627,2.65476959752239
-1.16278488826255,-1.15234600498151
-0.452493274220107,0.611671574083889
-1.21486016192092,-0.385899715873717
-0.894568741925207,0.316425042454763
-1.33750249412167,-0.385281467049619
-0.959332428897961,-0.241295362143611
-0.55063522013131,1.05262231596086
-1.20492649219627,-0.624719671712126
-1.19166908578336,-0.274245117003664
-1.21541264531734,-0.551585900812759
-0.82740177595514,0.618261962256164
-0.714877254628903,0.80957379690999
-0.980750134319068,0.18245409556138
-1.07456379056744,-0.497244979321308
-1.1873774147939,-0.644617725762711
-1.093081744987,-0.395545759225879
-1.22979168252075,-0.551295584273362
-1.17496397601277,-0.880643127593933
-1.11696923408947,-0.565568141021172
-1.04207277038294,-0.285196986885502
-1.01782372173002,-0.382445962012874
-1.15604272087465,-0.578177414958335
-1.0996626691199,-0.642879102197063
-1.2629817941546,-0.454861837274995
-0.915024540850935,0.297332979425644
-0.778918156138112,0.507814525605913
-0.959168165406624,0.191460060689769
-1.12682861031616,-0.640178708927636
-1.10117730053212,-0.623732298419308
-1.15020587623015,-0.573783336671808
-1.13399110947766,-0.668786391513119
-1.1432504819048,-0.585030898596933
-1.1119519247304,-0.556726097400069
-1.06698594478482,-0.480390407744337
-1.04236626444797,-0.61089192937085
-1.04818538506689,-0.503902059591003
-1.04889455723338,-0.63214851261978
-1.04429810293538,-0.546778500208711
-1.05760561747411,-0.626224605793986
-0.073929305933195,1.84114758340071
-0.744125039344582,0.86222690213689
-0.711566792863926,1.18641138377998
0.382319270631369,2.47399487156096
-0.501120152498773,1.1989483945562
-0.72510054151697,0.978433174736452
-0.722644354493584,0.598314126287006
-0.48497591032422,1.44827438448786
-0.808562076082565,0.458631738447685
-0.0827583388435203,1.44891536052806
-0.879675183115604,0.370653621381342
-0.699210587569041,0.968419734510903
-0.661286970698512,0.497667188902625
-0.706216576851822,0.520789910340978
-0.673114814544488,0.662955081598118
-0.622624911340941,0.842368252610045
-0.613833529901633,0.690416231435601
-0.449256263868158,0.865708688082421
-0.392185896043215,0.763151533032341
-0.319022987005214,0.994598186551365
-0.454459417898354,0.677266769833098
-0.252228479436904,1.00968922022467
-0.313727174693455,0.889503613189541
-0.439158257800246,0.636886936391686
-0.185845283823815,0.830463292910954
-0.2059634220312,0.644411322427982
-0.192053098630889,0.668610460905106
-0.203184795067503,0.60380328225571
-0.197819595659909,0.636888660057922
-0.194249804622263,0.617100160635803
-0.193084513340591,0.618344844860104
-0.179815719528028,0.639444774909371
-0.202316572100711,0.616932864405544
-0.140823440180928,0.663707677533777
-0.192960969418065,0.611273165123992
-0.636410652281949,-0.0790667978206525
0.0329863246499996,2.02384791697713
-1.14731509690637,0.46784878314292
-0.484253428144657,1.38882526693477
-0.664231905819509,0.96445775426278
-0.507865261539922,0.981575802436427
-0.674738841540163,0.747490042753868
-0.447932323078686,1.28254003267418
-0.562721649355525,1.19638064758215
-0.470241746635806,1.02163557709896
